vertex ID,id,age,genre,revenu,ville,region,arrondissement,adresse,accorderie,mapid
592,2390,55-65,0,50001-,Matane,Bas-Saint-Laurent,,G4W,110,8088
593,2391,55-65,0,0-10000,Deschambault-Grondines,Capitale-Nationale,,G0A,111,8108
594,2392,55-65,1,0,Saint-Thuribe,Capitale-Nationale,,G0A,111,8074
595,2393,55-65,1,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,8072
596,2399,18-30,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1S,109,8066
597,2404,18-30,0,0-10000,Shawinigan,Mauricie,,G9N,92,8059
598,2408,18-30,0,0,Trois-Rivières,Mauricie,Cap-de-la-Madeleine,G9A,86,8057
599,2418,18-30,0,50001-,Québec,Capitale-Nationale,La Cité-Limoilou,G1S,2,8037
600,2419,55-65,0,0,Longueuil,Montérégie,Saint-Hubert,J3Y,115,8038
601,2422,18-30,0,0-10000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8Z,86,8042
602,2423,55-65,1,50001-,Trois-Rivières,Mauricie,Sainte-Marthe,G8V,92,8043
603,2434,55-65,0,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,8025
604,2443,55-65,1,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1W,114,8020
605,2444,55-65,0,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1W,114,8021
606,2445,55-65,0,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,8023
607,2447,55-65,1,30001-50000,Matane,Bas-Saint-Laurent,,G4W,110,8027
608,2448,55-65,1,30001-50000,Saint-Ulric,Bas-Saint-Laurent,,G0J,110,8029
609,2455,55-65,1,30001-50000,Québec,Capitale-Nationale,Beauport,G1E,2,8005
610,2458,18-30,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,113,8001
611,2461,55-65,0,30001-50000,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,8004
612,2479,18-30,1,50001-,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1T,2,7982
613,2481,55-65,1,30001-50000,Matane,Bas-Saint-Laurent,,G4W,110,7978
614,2485,18-30,0,50001-,Québec,Capitale-Nationale,Les Rivières,G2K,2,7983
615,2495,55-65,1,50001-,Sainte-Catherine-de-Hatley,Estrie,,J0B,109,7969
616,2498,55-65,0,0-10000,Shawinigan,Mauricie,,G9A,86,7973
617,2500,18-30,0,0-10000,Le Bic,Bas-Saint-Laurent,,G0L,108,7962
618,2515,55-65,0,30001-50000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,7952
619,2535,18-30,0,0-10000,Québec,Capitale-Nationale,Charlesbourg,G1G,2,7933
620,2538,55-65,0,10001-20000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G9A,86,7937
621,2539,18-30,0,30001-50000,Sherbrooke,Estrie,Jacques-Cartier,J1H,109,7996
622,2545,55-65,0,30001-50000,Longueuil,Montérégie,Le Vieux-Longueuil,J4H,115,7905
623,2549,55-65,0,0-10000,Saint-Lambert,Montérégie,,J4P,115,7909
624,2551,55-65,0,0-10000,Longueuil,Montérégie,Le Vieux-Longueuil,J4J,115,7911
625,2554,55-65,0,50001-,Beloeil,Montérégie,,J3G,115,7914
626,2560,55-65,1,50001-,Québec,Capitale-Nationale,La Haute-Saint-Charles,G2A,111,7923
627,2564,55-65,1,10001-20000,Montréal,Montréal,Montréal-Nord,H1H,104,7896
628,2566,18-30,1,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1S,2,7898
629,2567,55-65,0,50001-,Rimouski,Bas-Saint-Laurent,,G5L,108,7890
630,2583,55-65,0,20001-30000,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,7882
631,2589,55-65,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,7869
632,2596,55-65,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,7877
633,2597,55-65,0,50001-,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1Y,2,7878
634,2598,55-65,0,10001-20000,Québec,Capitale-Nationale,Charlesbourg,G1G,2,7879
635,2601,55-65,0,0-10000,Longueuil,Montérégie,Saint-Hubert,J3Y,115,7858
636,2609,55-65,0,10001-20000,Pointe-aux-Outardes,Côte-Nord,,G0H,117,7850
637,2617,55-65,0,10001-20000,Shawinigan,Mauricie,,G9P,92,7849
638,2618,18-30,1,10001-20000,Montréal,Montréal,Lachine,H8S,104,7842
639,2619,55-65,0,10001-20000,Montréal,Montréal,Ahuntsic-Cartierville,H2B,104,7843
640,2626,55-65,0,10001-20000,Montréal,Montréal,Montréal-Nord,H1G,113,7840
641,2633,55-65,0,10001-20000,Longueuil,Montérégie,Le Vieux-Longueuil,J4M,115,7821
642,2644,55-65,1,50001-,Sherbrooke,Estrie,Jacques-Cartier,J1J,109,7832
643,2647,55-65,0,10001-20000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,7835
644,2656,55-65,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,7815
645,2662,55-65,0,0,Stoke,Estrie,,J0B,109,7799
646,2665,55-65,0,0-10000,Sherbrooke,Estrie,Mont-Bellevue,J1K,109,7802
647,2667,55-65,0,50001-,Trois-Rivières,Mauricie,Saint-Louis de France,G8W,86,7804
648,2668,55-65,1,10001-20000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G9A,86,7805
649,2673,55-65,0,20001-30000,Saint-René-de-Matane,Bas-Saint-Laurent,,G0J,110,7797
650,2674,18-30,0,0,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,7781
651,2683,55-65,0,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,7790
652,2687,55-65,0,50001-,Montréal,Montréal,Rivière-des-Prairies--Pointe-aux-Trembles,H1E,113,7780
653,2688,55-65,0,20001-30000,Shawinigan,Mauricie,,G9T,92,7777
654,2689,55-65,1,50001-,Baie-Comeau,Côte-Nord,,G5C,117,7776
655,2692,55-65,0,0-10000,Montréal,Montréal,Montréal-Nord,H1H,104,7774
656,2693,55-65,0,10001-20000,Montréal,Montréal,Montréal-Nord,H1G,113,7775
657,2696,55-65,0,20001-30000,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H2E,104,7769
658,2700,55-65,1,0,Longueuil,Montérégie,Le Vieux-Longueuil,J4J,115,7764
659,2701,55-65,0,0,Beloeil,Montérégie,,J3N,115,7765
660,2706,55-65,0,0-10000,Trois-Rivières,Mauricie,Trois-Rivières Ouest,G9A,86,7759
661,2714,55-65,1,50001-,Deschambault-Grondines,Capitale-Nationale,,G0A,111,7772
662,2715,55-65,0,50001-,Deschambault-Grondines,Capitale-Nationale,,G0A,111,7773
663,2727,55-65,0,30001-50000,Québec,Capitale-Nationale,Les Rivières,G2B,2,7740
664,2728,55-65,0,50001-,Baie-Comeau,Côte-Nord,,G5C,117,7741
665,2733,55-65,1,20001-30000,Ragueneau,Côte-Nord,,G0H,117,7732
666,2742,55-65,1,0-10000,Montréal,Montréal,Ahuntsic-Cartierville,H2C,114,7702
667,2744,55-65,0,30001-50000,Longueuil,Montérégie,Saint-Hubert,J4T,115,7705
668,2749,18-30,0,20001-30000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1W,2,7710
669,2751,18-30,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1S,2,7712
670,2755,18-30,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,7716
671,2759,55-65,1,50001-,Québec,Capitale-Nationale,Charlesbourg,G1H,2,7720
672,2776,55-65,1,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,7690
673,2777,18-30,0,0,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8Z,86,7686
674,2792,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,7679
675,2796,55-65,0,20001-30000,Québec,Capitale-Nationale,Charlesbourg,G1G,2,7667
676,2802,18-30,0,10001-20000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1V,2,7661
677,2804,55-65,1,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,7663
678,2820,55-65,1,20001-30000,Baie-Comeau,Côte-Nord,,G5C,117,7645
679,2828,55-65,0,30001-50000,Lac-Mégantic,Estrie,,G6B,112,7631
680,2830,55-65,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,7633
681,2831,55-65,0,0-10000,Trois-Rivières,Mauricie,Cap-de-la-Madeleine,G8T,86,7644
682,2836,55-65,0,50001-,Chute-aux-Outardes,Côte-Nord,,G0H,117,7622
683,2841,55-65,0,20001-30000,Sherbrooke,Estrie,Mont-Bellevue,J1K,109,7638
684,2849,55-65,0,50001-,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,7609
685,2853,55-65,1,10001-20000,Montréal,Montréal,Le Plateau-Mont-Royal,H2J,114,7613
686,2857,18-30,0,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,7617
687,2865,55-65,0,50001-,Saint-Lambert,Montérégie,,J4P,115,7602
688,2867,55-65,0,0,Québec,Capitale-Nationale,Les Rivières,G2K,2,7592
689,2868,55-65,0,10001-20000,Québec,Capitale-Nationale,Beauport,G1C,2,7590
690,2873,18-30,1,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1N,88,7589
691,2875,18-30,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,7571
692,2876,55-65,1,0,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1W,2,7572
693,2877,55-65,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,7573
694,2882,55-65,0,30001-50000,Québec,Capitale-Nationale,Les Rivières,G2K,2,7578
695,2889,55-65,1,0-10000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G9A,86,7563
696,2891,18-30,1,0-10000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G9A,86,7565
697,2893,55-65,0,20001-30000,Donnacona,Capitale-Nationale,,G3M,111,7567
698,2895,55-65,0,0-10000,Sherbrooke,Estrie,Rock Forest--Saint-Élie--Deauville,J1N,109,7594
699,2905,55-65,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,88,7556
700,2910,55-65,1,0-10000,Shawinigan,Mauricie,,G9T,92,7551
701,2911,55-65,0,0-10000,Shawinigan,Mauricie,,G9T,92,7552
702,2928,55-65,1,50001-,Québec,Capitale-Nationale,Beauport,G1E,2,7533
703,2933,55-65,0,50001-,Québec,Capitale-Nationale,Charlesbourg,G1G,2,7539
704,2936,18-30,1,10001-20000,Saint-Prosper,Mauricie,,G0M,111,7561
705,2939,55-65,1,0,Magog,Estrie,,J1X,109,7548
706,2942,55-65,1,20001-30000,Pointe-aux-Outardes,Côte-Nord,,G0H,117,7521
707,2945,55-65,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,7518
708,2946,18-30,0,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,7519
709,2949,55-65,0,20001-30000,Saint-Marc-des-Carrières,Capitale-Nationale,,G0A,111,7514
710,2952,55-65,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,7499
711,2959,55-65,1,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,7506
712,2963,55-65,1,0-10000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G9A,86,7510
713,2965,55-65,0,30001-50000,Matane,Bas-Saint-Laurent,,G4W,110,7511
714,2967,55-65,0,10001-20000,Lingwick,Estrie,,J0B,112,7493
715,2973,55-65,0,50001-,Sherbrooke,Estrie,Rock Forest--Saint-Élie--Deauville,J1N,109,7517
716,2984,55-65,0,10001-20000,Shawinigan,Mauricie,,G9N,92,7479
717,2987,55-65,0,0-10000,Montréal,Montréal,Montréal-Nord,H1H,104,7482
718,2993,55-65,0,0-10000,Baie-Comeau,Côte-Nord,,G4Z,117,7473
719,3003,55-65,0,30001-50000,Shawinigan,Mauricie,,G9T,92,7449
720,3004,55-65,1,30001-50000,Shawinigan,Mauricie,,G9T,92,7450
721,3006,55-65,0,30001-50000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1X,2,7452
722,3011,55-65,0,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,7459
723,3013,55-65,1,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,7461
724,3016,55-65,0,20001-30000,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,7453
725,3017,55-65,0,20001-30000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,7455
726,3021,55-65,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2G,114,7440
727,3044,18-30,0,20001-30000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,7418
728,3051,55-65,1,20001-30000,Trois-Rivières,Mauricie,Cap-de-la-Madeleine,G8T,86,7415
729,3053,55-65,1,20001-30000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,7414
730,3062,18-30,0,10001-20000,Montréal,Montréal,Côte-des-Neiges--Notre-Dame-de-Grâce,H3S,88,7399
731,3066,55-65,1,20001-30000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,7403
732,3068,55-65,0,0,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1N,88,7405
733,3071,55-65,0,0-10000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8T,86,7392
734,3075,55-65,0,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,7411
735,3080,55-65,0,0,Baie-Comeau,Côte-Nord,,G5C,117,7384
736,3086,55-65,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,7366
737,3088,18-30,0,10001-20000,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H2R,114,7368
738,3096,55-65,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,7376
739,3097,55-65,1,50001-,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1V,2,7377
740,3098,55-65,0,30001-50000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1W,2,7378
741,3106,55-65,1,20001-30000,Trois-Rivières,Mauricie,Trois-Rivières Ouest,G9A,86,7362
742,3111,18-30,0,0,Trois-Rivières,Mauricie,Trois-Rivières Centre,G9A,86,7354
743,3112,55-65,0,20001-30000,Batiscan,Mauricie,,G0X,86,7355
744,3119,18-30,0,10001-20000,Québec,Capitale-Nationale,Charlesbourg,G1L,2,7348
745,3122,55-65,1,20001-30000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,7340
746,3125,18-30,0,0-10000,Québec,Capitale-Nationale,Charlesbourg,G1H,109,7343
747,3130,55-65,0,10001-20000,Saint-Gilbert,Capitale-Nationale,,G0A,111,7330
748,3137,55-65,1,30001-50000,Pointe-aux-Outardes,Côte-Nord,,G0H,117,7323
749,3139,55-65,1,50001-,Québec,Capitale-Nationale,Charlesbourg,G1G,2,7325
750,3148,18-30,0,0-10000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8Y,86,7318
751,3149,55-65,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,7309
752,3161,55-65,1,30001-50000,Pont-Rouge,Capitale-Nationale,,G3H,111,7305
753,3162,18-30,0,20001-30000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,7304
754,3163,55-65,0,30001-50000,Pont-Rouge,Capitale-Nationale,,G3H,111,7302
755,3186,18-30,1,0,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,7270
756,3189,55-65,0,30001-50000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,7273
757,3190,55-65,1,50001-,Longueuil,Montérégie,Le Vieux-Longueuil,J4L,115,7294
758,3221,55-65,0,20001-30000,Sherbrooke,Estrie,Fleurimont,J1G,109,7246
759,3229,55-65,0,10001-20000,Shawinigan,Mauricie,,G9N,92,7237
760,3230,55-65,0,0-10000,Longueuil,Montérégie,Saint-Hubert,J3Y,115,7239
761,3237,18-30,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,7226
762,3240,18-30,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1S,2,7260
763,3241,55-65,0,50001-,Baie-Comeau,Côte-Nord,,G5C,117,7224
764,3246,55-65,0,10001-20000,Saint-Alban,Capitale-Nationale,,G0A,111,7213
765,3253,18-30,0,0-10000,Sherbrooke,Estrie,Jacques-Cartier,J1L,109,7220
766,3257,55-65,0,30001-50000,Sherbrooke,Estrie,Jacques-Cartier,J1J,109,4850
767,3261,55-65,0,30001-50000,Sherbrooke,Estrie,Jacques-Cartier,J1J,109,7351
768,3272,55-65,0,20001-30000,Sainte-Thècle,Mauricie,,G0X,92,7184
769,3279,18-30,0,0-10000,Baie-Comeau,Côte-Nord,,G4Z,117,7191
770,3282,55-65,1,50001-,Laval,Laval,,H7N,104,7194
771,3283,55-65,0,30001-50000,Saint-Marc-des-Carrières,Capitale-Nationale,,G0A,111,7230
772,3285,55-65,1,0-10000,Sherbrooke,Estrie,Jacques-Cartier,J1L,109,7217
773,3286,18-30,0,10001-20000,Baie-Comeau,Côte-Nord,,G0H,117,7182
774,3290,55-65,1,50001-,Lac-Beauport,Capitale-Nationale,,G3B,2,6950
775,3294,55-65,1,50001-,Baie-Comeau,Côte-Nord,,G5C,117,7181
776,3295,55-65,1,50001-,Québec,Capitale-Nationale,La Cité-Limoilou,G1S,2,1163
777,3301,55-65,0,30001-50000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1W,114,7161
778,3304,55-65,1,10001-20000,Montréal,Montréal,Côte-des-Neiges--Notre-Dame-de-Grâce,H3T,114,7165
779,3310,55-65,0,10001-20000,Baie-Comeau,Côte-Nord,,G5C,117,7171
780,3311,55-65,0,0-10000,Baie-Comeau,Côte-Nord,,G4Z,117,7172
781,3314,55-65,0,0-10000,Franquelin,Côte-Nord,,G0H,117,7175
782,3316,55-65,0,0,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1X,2,7177
783,3318,55-65,0,10001-20000,Donnacona,Capitale-Nationale,,G3M,111,7150
784,3323,55-65,0,30001-50000,Sherbrooke,Estrie,Lennoxville,J1M,109,7146
785,3331,55-65,0,0-10000,Baie-Comeau,Côte-Nord,,G4Z,117,7145
786,3338,55-65,1,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,7136
787,3342,18-30,0,0,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,7130
788,3343,55-65,0,10001-20000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8T,86,7119
789,3344,55-65,1,0-10000,Trois-Rivières,Mauricie,Pointe du Lac,G9B,86,7120
790,3349,55-65,0,10001-20000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8Z,86,7125
791,3350,18-30,1,0-10000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8Z,86,7126
792,3351,18-30,0,0-10000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8Z,86,7127
793,3354,18-30,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,7115
794,3357,55-65,0,50001-,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,7118
795,3358,55-65,0,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,7134
796,3367,55-65,0,0-10000,Longueuil,Montérégie,Saint-Hubert,J3Y,115,7113
797,3369,55-65,0,20001-30000,Donnacona,Capitale-Nationale,,G3M,111,7106
798,3388,55-65,1,50001-,Québec,Capitale-Nationale,Les Rivières,G1P,2,7087
799,3403,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1N,2,7081
800,3411,55-65,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1S,2,7068
801,3415,55-65,0,10001-20000,Baie-Comeau,Côte-Nord,,G5C,117,7060
802,3418,55-65,0,30001-50000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,7053
803,3427,18-30,0,10001-20000,Trois-Rivières,Mauricie,Trois-Rivières Ouest,G8Y,86,7049
804,3428,55-65,1,0-10000,Notre-Dame-du-Mont-Carmel,Mauricie,,G0X,86,7051
805,3432,55-65,0,30001-50000,Québec,Capitale-Nationale,Charlesbourg,G2L,2,7039
806,3435,55-65,1,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,7034
807,3438,55-65,0,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1W,114,7037
808,3441,55-65,0,0-10000,Granby,Montérégie,,J2G,120,7018
809,3442,55-65,0,50001-,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,7019
810,3443,55-65,1,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,7020
811,3450,55-65,0,30001-50000,Baie-Comeau,Côte-Nord,,G4Z,117,7027
812,3453,55-65,0,10001-20000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,7030
813,3457,55-65,0,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,7017
814,3464,55-65,0,50001-,Pointe-Lebel,Côte-Nord,,G0H,117,7006
815,3471,55-65,1,20001-30000,Québec,Capitale-Nationale,Charlesbourg,G2K,2,6996
816,3473,55-65,0,20001-30000,Montréal,Montréal,Montréal-Nord,H1G,113,6999
817,3474,55-65,0,30001-50000,Baie-Comeau,Côte-Nord,,G5C,117,7000
818,3477,55-65,0,10001-20000,Montréal,Montréal,Montréal-Nord,H1H,104,7003
819,3482,18-30,0,10001-20000,Trois-Rivières,Mauricie,Cap-de-la-Madeleine,G8T,86,6988
820,3483,55-65,0,0-10000,Montréal,Montréal,Montréal-Nord,H1R,113,6989
821,3486,18-30,1,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,6982
822,3489,55-65,0,30001-50000,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,6985
823,3490,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,6986
824,3491,55-65,0,0-10000,Baie-Comeau,Côte-Nord,,G5C,117,6971
825,3493,55-65,1,30001-50000,Baie-Comeau,Côte-Nord,,G4Z,117,6973
826,3497,18-30,0,0-10000,Baie-Comeau,Côte-Nord,,G5C,117,6977
827,3498,55-65,0,50001-,Pointe-aux-Outardes,Côte-Nord,,G0H,117,6978
828,3507,55-65,0,10001-20000,Shawinigan,Mauricie,,G9P,92,6964
829,3510,55-65,0,30001-50000,Baie-des-Sables,Bas-Saint-Laurent,,G0J,110,6967
830,3525,18-30,1,0-10000,Saint-Casimir,Capitale-Nationale,,G0A,111,6951
831,3527,55-65,0,0-10000,Shawinigan,Mauricie,,G9P,92,6946
832,3529,18-30,0,0-10000,Sherbrooke,Estrie,Rock Forest--Saint-Élie--Deauville,J1N,109,6948
833,3533,55-65,1,50001-,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1M,88,6934
834,3538,55-65,0,30001-50000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,6939
835,3540,55-65,0,10001-20000,Sherbrooke,Estrie,Mont-Bellevue,J1K,109,6927
836,3542,55-65,1,50001-,Sherbrooke,Estrie,Brompton,J1L,109,6929
837,3545,55-65,1,20001-30000,Sainte-Félicité,Bas-Saint-Laurent,,G0J,110,6941
838,3554,18-30,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,6916
839,3557,55-65,1,0-10000,Québec,Capitale-Nationale,Les Rivières,G1M,2,6919
840,3559,55-65,1,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,6943
841,3561,55-65,1,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,6945
842,3566,55-65,1,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,114,6904
843,3576,55-65,1,0-10000,Trois-Rivières,Mauricie,Cap-de-la-Madeleine,G9A,86,6892
844,3577,55-65,0,10001-20000,Trois-Rivières,Mauricie,Cap-de-la-Madeleine,G8T,86,6893
845,3583,55-65,0,10001-20000,Rimouski,Bas-Saint-Laurent,,G5N,118,6899
846,3584,18-30,0,0-10000,Rimouski,Bas-Saint-Laurent,,G5L,108,6900
847,3585,55-65,0,30001-50000,Montréal,Montréal,Montréal-Nord,H1G,113,6891
848,3587,18-30,1,0-10000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1V,2,6889
849,3588,55-65,0,50001-,Shannon,Capitale-Nationale,,G0A,2,6890
850,3594,55-65,1,0-10000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G2G,2,6876
851,3596,55-65,0,0-10000,Shawinigan,Mauricie,,G9T,92,6878
852,3600,18-30,0,0-10000,Rimouski,Bas-Saint-Laurent,,G1K,108,6859
853,3601,18-30,0,0-10000,Rimouski,Bas-Saint-Laurent,,G5L,108,6860
854,3606,55-65,1,30001-50000,Sherbrooke,Estrie,Jacques-Cartier,J1J,109,6856
855,3614,55-65,0,30001-50000,Matane,Bas-Saint-Laurent,,G4W,110,6879
856,3615,55-65,1,50001-,Matane,Bas-Saint-Laurent,,G4W,110,6881
857,3621,55-65,0,0-10000,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H2A,114,6833
858,3634,55-65,0,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,6846
859,3635,55-65,0,0-10000,Boucherville,Montérégie,,J4B,88,6849
860,3652,18-30,1,30001-50000,Sherbrooke,Estrie,Jacques-Cartier,G0Y,109,6870
861,3653,18-30,0,0-10000,Sherbrooke,Estrie,Jacques-Cartier,J1L,109,6872
862,3657,55-65,0,50001-,Montréal,Montréal,Ville-Marie,H2L,88,6819
863,3673,55-65,0,50001-,Québec,Capitale-Nationale,Charlesbourg,G2L,2,6801
864,3675,55-65,1,50001-,Québec,Capitale-Nationale,Charlesbourg,G2L,2,6803
865,3679,55-65,1,50001-,Sherbrooke,Estrie,Mont-Bellevue,J1K,109,6796
866,3684,18-30,0,0-10000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8Z,86,6793
867,3691,55-65,0,0-10000,Montréal,Montréal,Montréal-Nord,H1H,104,6791
868,3707,18-30,1,0-10000,Montréal,Montréal,Montréal-Nord,H1G,113,6767
869,3708,55-65,0,30001-50000,Sherbrooke,Estrie,Jacques-Cartier,J1J,109,6768
870,3712,18-30,0,30001-50000,Sherbrooke,Estrie,Jacques-Cartier,J1J,109,6770
871,3717,55-65,0,50001-,Dollard-des-Ormeaux,Montréal,,H9G,104,6753
872,3734,55-65,0,0,Baie-Comeau,Côte-Nord,,G4Z,117,6735
873,3744,18-30,0,30001-50000,Montréal,Montréal,Montréal-Nord,H1H,104,6731
874,3745,55-65,0,10001-20000,Saint-Casimir,Capitale-Nationale,,G0A,111,6722
875,3748,55-65,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,6721
876,3752,55-65,0,0-10000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,6729
877,3754,18-30,0,20001-30000,Pont-Rouge,Capitale-Nationale,,G3H,111,6708
878,3758,55-65,0,50001-,Baie-Comeau,Côte-Nord,,G4Z,117,6707
879,3761,55-65,1,50001-,Baie-Comeau,Côte-Nord,,G5C,117,6699
880,3762,55-65,1,50001-,Montréal,Montréal,Montréal-Nord,H1H,104,6706
881,3764,55-65,0,30001-50000,Matane,Bas-Saint-Laurent,,G4W,110,6701
