NoMembre;NoCartier;NoAccorderie;NoPointService;NoTypeCommunication;NoOccupation;NoOrigine;NoSituationMaison;NoProvenance;NoRevenuFamilial;NoArrondissement;NoVille;NoRegion;CodePostal;NoTypeTel1;PosteTel2;NoTypeTel2;NoTypeTel3;AchatRegrouper;PretActif;PretRadier;PretPayer;EtatCompteCourriel;BottinTel;BottinCourriel;MembreActif;MembreConjoint;NoMembreConjoint;Sexe;AnneeNaissance;PrecisezOrigine;MembrePrinc;NomAccorderie;RecevoirCourrielGRP;PasCommunication;TransfereDe
5184;0;114;24;2;4;1;6;2;6;45;66023;6;H1X 2L1;4;;1;1;0;0;\N;\N;\N;0;-1;0;-1;5474;0;1981;\N;0;\N;-1;0;\N
5185;0;114;24;2;4;3;5;2;6;45;66023;6;H1Y 3G8;4;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;1;1979;\N;-1;\N;-1;0;\N
5186;0;114;24;2;4;3;2;2;5;45;66023;6;H1Y 2L4;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1987;\N;0;\N;-1;0;\N
5187;0;114;24;2;4;1;2;4;4;45;66023;6;H2S 0A4;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1966;\N;0;\N;-1;0;\N
5189;0;108;18;2;2;1;3;6;2;0;10043;1;G5L 4N6;4;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1991;\N;0;\N;-1;\N;\N
5178;0;108;18;2;6;1;6;2;6;0;10043;1;G0L 1B0;2;;1;1;0;0;\N;\N;\N;-1;0;0;-1;4852;1;1950;\N;0;\N;-1;\N;\N
5188;0;113;23;2;2;1;3;2;3;51;66023;6;H1E 6X3;4;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1986;\N;0;\N;-1;\N;\N
5170;0;111;21;2;6;1;2;2;4;0;37205;4;G0X 2J0;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1955;\N;0;\N;-1;\N;\N
5171;0;104;14;3;7;1;6;2;6;37;66023;6;H1G 5J2;2;;4;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1961;\N;0;\N;0;\N;\N
5172;0;104;14;3;5;3;4;6;2;37;66023;6;H1E 7E8;2;;2;2;0;0;\N;\N;\N;-1;0;-1;0;0;0;1967;\N;0;\N;0;\N;\N
5173;0;104;14;2;6;1;2;3;2;37;66023;6;H1G 3X4;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1950;\N;0;\N;-1;\N;\N
5174;0;88;8;2;4;3;6;3;6;42;66023;6;H2K 4G1;4;;2;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1972;\N;0;\N;-1;0;\N
5175;0;88;8;2;4;1;4;3;6;43;66023;6;H1L 6E1;2;;1;1;0;0;\N;\N;\N;0;0;0;0;0;1;1984;\N;0;\N;-1;0;\N
5176;0;88;8;3;4;1;2;3;2;43;66023;6;H1W 3S8;2;;1;1;-1;0;\N;\N;\N;-1;0;-1;0;0;1;1964;\N;0;\N;0;0;\N
5177;0;112;22;2;4;1;2;4;4;0;30030;5;G6B 1X6;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1952;\N;0;\N;-1;0;\N
5158;0;88;8;2;4;1;5;6;1;43;66023;6;H1W 3C6;4;;1;1;-1;0;\N;\N;\N;0;-1;-1;0;0;0;1983;\N;0;\N;-1;0;\N
5159;0;115;25;2;4;1;2;6;6;0;57030;16;J3H 2E6;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;0;\N;0;\N;-1;0;88
5160;0;88;8;2;7;1;3;3;2;43;66023;6;H1V 2G2;2;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1986;\N;0;\N;0;0;\N
5161;0;88;8;2;2;3;5;6;2;45;66023;6;H1Y 1J2;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;1;1987;\N;-1;\N;-1;0;\N
5169;0;2;1;2;4;1;2;2;4;60;23027;3;G1X 4R8;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1954;\N;0;\N;-1;\N;\N
5146;0;86;4;3;1;1;1;1;1;69;37067;4;G8Y 3X2;2;;1;1;-1;0;\N;\N;\N;-1;0;0;0;0;0;0;\N;0;\N;0;0;\N
5147;0;86;4;2;5;1;2;3;2;68;37067;4;G9A 4L3;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1984;\N;0;\N;-1;0;\N
5149;1;2;1;2;6;1;1;2;6;55;23027;3;G1S 3G9;4;;4;1;0;0;\N;\N;\N;0;0;-1;0;0;0;0;\N;0;\N;-1;0;\N
5153;0;88;8;2;2;1;3;2;2;43;66023;6;H1W 3B8;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1982;\N;0;\N;-1;0;\N
5135;0;108;18;2;6;1;5;2;4;0;10043;1;G5L 3E7;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1936;\N;-1;\N;-1;\N;\N
5136;0;108;18;2;6;1;5;2;4;0;10043;1;G5L 2E7;2;;1;1;0;0;\N;\N;\N;0;-1;0;-1;5135;0;1940;\N;0;\N;-1;0;\N
5137;0;108;18;2;4;1;3;6;2;0;10043;1;G5L 2E7;1;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1994;\N;0;\N;0;0;\N
5138;0;108;18;2;4;1;5;5;5;0;10043;1;G5Z 4C4;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1986;\N;0;\N;-1;\N;\N
5148;0;2;1;2;4;1;4;6;6;54;23027;3;G2M 1C5;2;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;0;\N;0;\N;-1;0;\N
5150;0;2;1;2;6;1;2;3;4;56;23027;3;G2A 3R6;2;;1;1;-1;0;\N;\N;\N;0;0;-1;0;0;0;0;\N;0;\N;-1;0;\N
5151;3;2;1;2;7;1;2;2;2;55;23027;3;G1K 6J6;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;0;\N;0;\N;-1;\N;\N
5152;5;2;1;2;7;1;6;3;6;55;23027;3;G1K 2E8;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1972;\N;0;\N;-1;\N;\N
5154;4;2;1;2;5;1;4;6;3;55;23027;3;G1S 4Z2;2;;4;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1983;\N;0;\N;-1;\N;\N
5155;10;2;1;2;7;1;5;2;4;55;23027;3;G1L 2K1;2;;4;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1984;\N;-1;\N;-1;\N;\N
5156;10;2;1;2;4;3;5;2;4;55;23027;3;G1L 2K1;2;;1;1;0;0;\N;\N;\N;-1;-1;0;-1;5155;1;1987;\N;0;\N;-1;\N;\N
5168;0;2;1;3;4;1;2;2;1;54;23027;3;G1S 4Z2;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;0;\N;0;\N;-1;\N;\N
5133;0;111;21;2;4;1;2;2;5;0;34128;3;G3M 2M8;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1981;\N;0;\N;-1;\N;\N
5134;0;86;4;2;4;1;6;6;6;64;37067;4;G9A 2Z7;3;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1973;\N;0;\N;-1;\N;\N
5132;0;104;14;2;7;1;2;6;2;37;66023;6;H1G 1M1;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1960;\N;0;\N;-1;0;\N
5124;0;114;24;2;6;3;2;3;3;43;66023;6;H1N 2H3;2;;1;1;-1;0;\N;\N;\N;-1;0;-1;0;0;1;1965;\N;0;\N;-1;0;\N
5125;0;109;19;3;7;1;1;2;6;5;43027;5;J1E 2N1;2;;1;1;-1;0;\N;\N;\N;-1;0;0;0;0;0;0;\N;0;\N;0;\N;\N
5126;0;114;24;2;7;2;3;2;2;45;66023;6;H2S 2B4;2;;2;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1992;\N;0;\N;-1;\N;\N
5127;0;92;34;2;4;1;5;6;6;0;35015;4;G0X 2G0;2;8288;3;1;-1;0;\N;\N;\N;0;-1;-1;0;0;0;0;\N;0;\N;-1;0;\N
5128;0;109;19;1;5;1;2;2;3;5;43027;5;J1G 1G8;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1960;\N;0;\N;-1;0;\N
5129;0;109;19;2;4;2;2;6;4;7;43027;5;J1K 3A8;4;;1;1;-1;0;\N;\N;\N;0;-1;-1;0;0;0;1987;\N;0;\N;-1;0;\N
5130;0;92;5;2;4;1;6;2;4;0;36033;4;G9N 1S7;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;0;\N;0;\N;-1;0;\N
5131;0;109;19;2;7;3;4;3;3;0;45072;5;J1X 5S4;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1973;\N;0;\N;-1;0;\N
5139;0;110;20;2;5;1;5;4;2;0;8053;1;G4W 1K8;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1981;\N;0;\N;-1;\N;\N
5140;0;110;20;2;5;1;5;2;2;0;8053;1;G4W 1S9;2;;4;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1985;\N;0;\N;-1;\N;\N
5113;0;88;8;2;4;1;2;2;4;42;66023;6;H2J 2M1;4;;1;1;-1;0;\N;\N;\N;0;-1;-1;0;0;0;1985;\N;0;\N;0;\N;\N
5114;0;88;8;4;5;3;3;2;1;42;66023;6;H2J 2X5;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1981;\N;0;\N;0;0;\N
5115;0;88;8;2;4;1;3;2;5;43;66023;6;H1W 3A5;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1964;\N;0;\N;-1;0;\N
5116;0;88;8;2;4;1;5;2;3;43;66023;6;H1W 3M5;4;;2;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1960;\N;0;\N;-1;0;\N
5117;0;88;8;2;4;1;2;3;5;51;66023;6;H1B 1E7;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1966;\N;0;\N;-1;\N;\N
5118;0;88;8;2;4;1;5;6;4;43;66023;6;H1V 0A8;4;;1;2;-1;0;\N;\N;\N;0;0;-1;0;0;0;1966;\N;0;\N;-1;0;\N
5119;0;88;8;1;1;3;1;1;1;43;66023;6;H1W 2S4;2;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1953;\N;0;\N;0;\N;\N
5120;0;86;4;2;7;1;4;3;3;68;37067;4;G8Z 1S8;4;;2;1;-1;0;\N;\N;\N;0;0;0;0;0;1;1964;\N;0;\N;-1;\N;\N
5121;0;86;4;3;2;1;3;2;2;68;37067;4;G8Z 1S8;4;;1;1;-1;0;\N;\N;\N;-1;0;0;0;0;0;1961;\N;0;\N;0;\N;\N
5122;0;113;23;3;5;3;6;3;3;37;66023;6;H1G 3R7;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1963;\N;0;\N;0;\N;\N
5123;0;113;23;3;4;1;6;5;5;37;66023;6;H1G 6E9;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1963;\N;0;\N;0;0;\N
5109;0;92;34;2;6;1;2;2;2;0;35040;4;G0X 1H0;2;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;1;1942;\N;0;\N;-1;0;\N
5110;0;2;1;2;4;3;4;2;5;60;23027;3;G1X 3L8;4;30033;3;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;0;\N;0;\N;-1;\N;\N
5111;5;2;1;2;4;1;2;2;5;55;23027;3;G1N 2B1;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;0;\N;0;\N;-1;\N;\N
5112;7;2;1;1;4;1;2;2;4;55;23027;3;G1L 3N9;1;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1970;\N;0;\N;-1;0;\N
5103;0;110;20;2;6;1;5;6;3;0;8053;1;G4W 2X6;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1957;\N;0;\N;-1;\N;\N
5104;0;110;20;2;6;1;5;6;3;0;8053;1;G4W 2X6;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1953;\N;0;\N;-1;\N;\N
5088;0;108;18;2;5;1;4;2;2;0;10043;1;G5L 5X5;4;;2;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;0;\N;0;\N;0;\N;\N
5089;0;86;4;2;5;1;5;3;5;65;37067;4;G9B 7X2;1;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1982;\N;0;\N;-1;0;\N
5090;0;2;1;2;5;3;2;6;2;60;23027;3;G1W 4V1;2;;4;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;0;\N;0;\N;-1;\N;\N
5091;0;2;1;3;4;1;3;6;4;58;23027;3;G1P 3E3;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;1;1982;\N;0;\N;0;\N;\N
5092;10;2;1;2;5;3;3;2;2;55;23027;3;G1L 1M2;2;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1990;\N;0;\N;-1;\N;\N
5093;2;2;1;2;2;3;3;2;2;55;23027;3;G1R 1M5;2;;4;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1991;\N;0;\N;-1;\N;\N
5094;10;2;1;2;7;1;3;2;2;55;23027;3;G1L 2J5;4;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;1;1993;\N;0;\N;-1;0;\N
5095;3;2;1;2;2;1;3;2;3;55;23027;3;G1K 3T6;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1986;\N;0;\N;-1;\N;\N
5096;0;2;1;2;4;1;5;3;6;56;23027;3;G2K 0K1;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1986;\N;0;\N;-1;\N;\N
5097;3;2;1;2;7;1;1;2;2;55;23027;3;G1K 3A7;1;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;0;\N;0;\N;-1;\N;\N
5098;0;2;1;2;4;3;4;3;4;0;22045;3;G0A 3O0;2;216;3;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1974;\N;0;\N;-1;0;\N
5099;0;2;1;2;4;3;3;2;3;60;23027;3;G1S 2J8;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1991;\N;0;\N;-1;\N;\N
5100;0;2;1;2;4;3;5;2;5;60;23027;3;G1W 2M1;1;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1984;\N;0;\N;-1;0;\N
5101;10;2;1;2;4;3;3;2;3;55;23027;3;G1L 2R9;4;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;1;1976;\N;0;\N;-1;0;\N
5102;0;110;20;2;4;1;3;4;4;0;8053;1;G4W 1Z9;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1979;\N;0;\N;-1;\N;\N
5105;0;110;20;2;5;1;3;2;2;0;8053;1;G4W 1Z2;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1981;\N;0;\N;-1;\N;\N
5106;0;110;20;2;5;1;3;2;2;0;8053;1;G4W 3Y6;2;;4;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1980;\N;0;\N;-1;\N;\N
5107;0;110;20;2;2;1;3;2;2;0;8053;1;G4W 4A8;4;;2;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1988;\N;0;\N;-1;\N;\N
5108;0;110;20;2;4;1;2;6;3;0;8053;1;G4W 7C9;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1970;\N;0;\N;-1;\N;\N
5083;0;112;22;3;5;1;2;6;2;0;30030;5;G6B 1L2;2;;1;1;-1;0;\N;\N;\N;-1;0;-1;0;0;1;1957;\N;0;\N;0;\N;\N
5086;0;108;18;2;4;3;5;2;2;0;10043;1;G5L 1Y4;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1989;\N;0;\N;-1;0;\N
5087;0;108;18;2;4;3;3;2;2;0;10043;1;G5N 1S7;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1991;\N;0;\N;-1;0;\N
5082;0;104;14;2;4;1;4;2;6;33;66023;6;H1A 5N4;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1962;\N;0;\N;-1;\N;\N
5085;0;112;22;2;7;1;6;2;6;0;30030;5;G6B 3B1;4;;1;1;-1;0;\N;\N;\N;0;0;0;0;0;0;1977;\N;0;\N;-1;\N;\N
5081;0;111;21;2;7;1;5;1;5;0;34128;3;G3L 2M6;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1956;\N;0;\N;-1;\N;\N
5079;0;104;14;2;7;3;5;4;5;46;66023;6;H2R 2P3;4;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1988;\N;0;\N;-1;\N;\N
5080;0;112;22;2;4;1;6;3;5;0;30105;5;G0Y 1N0;2;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1962;\N;0;\N;-1;0;\N
5078;0;86;4;2;6;1;5;2;2;68;37067;4;G8Y 0B6;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1951;\N;0;\N;-1;0;\N
5071;0;111;21;2;6;1;2;6;4;0;34017;3;G3H 1L6;4;;2;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1964;\N;0;\N;-1;\N;\N
5072;0;111;21;3;6;1;2;6;4;0;34128;3;G3L 1K3;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1944;\N;0;\N;-1;\N;\N
5073;0;111;21;3;4;1;2;6;5;0;34038;3;G0A 3G0;2;85117;3;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1954;\N;0;\N;0;0;\N
5074;0;111;21;3;6;1;4;6;6;0;34128;3;G3L 0G1;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1952;\N;0;\N;0;\N;\N
5075;0;114;24;0;0;0;0;0;0;45;66023;6;H1X 2X2;\N;\N;\N;\N;\N;\N;\N;\N;\N;-1;-1;-1;0;0;\N;\N;\N;0;de Rosemont;-1;\N;\N
5076;0;86;4;2;7;1;6;2;6;0;50072;17;J3T 1R4;2;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;1;1986;\N;0;\N;-1;0;\N
5077;0;2;1;2;3;1;2;2;5;0;19068;12;G0R 3E0;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1973;\N;0;\N;-1;\N;\N
5066;0;92;5;2;4;1;2;6;6;0;36033;4;G9N 1S7;2;;4;1;-1;0;\N;\N;\N;-1;0;-1;0;0;0;1976;\N;0;\N;-1;0;\N
5069;0;108;18;2;5;1;6;6;2;0;10043;1;G5M 1K4;2;;4;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1951;\N;0;\N;-1;\N;\N
5070;0;108;18;1;2;1;3;2;2;0;10043;1;G5L 2A2;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;1;1984;\N;0;\N;0;\N;\N
5063;0;111;21;2;5;1;2;2;5;0;34097;3;G0A 3B0;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1951;\N;0;\N;-1;\N;\N
5064;0;111;21;2;4;1;6;3;6;0;34038;3;G0A 3G0;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;1;1984;\N;0;\N;-1;0;\N
5065;0;111;21;2;4;1;6;3;6;0;34017;3;G3H 3S6;2;;1;1;-1;0;\N;\N;\N;0;-1;-1;0;0;0;1984;\N;0;\N;-1;0;\N
5062;0;111;21;2;7;1;4;1;3;0;34128;3;G3L 3H2;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1969;\N;0;\N;-1;\N;\N
5067;1;2;1;2;2;1;2;2;2;55;23027;3;G1J 4M4;4;;1;1;-1;0;\N;\N;\N;-1;0;0;0;0;1;0;\N;0;\N;-1;\N;\N
5068;0;2;1;2;4;1;2;2;5;54;23027;3;G1H 5E8;4;3837;3;1;-1;0;\N;\N;\N;0;0;-1;0;0;0;1975;\N;0;\N;-1;0;\N
5056;0;113;23;2;5;2;4;2;2;37;66023;6;H1H 3V9;2;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1979;\N;0;\N;-1;\N;\N
5057;0;113;26;2;5;3;2;3;3;37;66023;6;H1G 1T5;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;0;\N;0;\N;-1;0;\N
5059;0;88;8;2;2;3;4;6;2;42;66023;6;H2K 3X5;4;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1953;\N;0;\N;0;\N;\N
5060;0;88;8;2;2;3;2;2;2;43;66023;6;H1V 3C6;4;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1975;\N;0;\N;-1;0;\N
5061;0;88;8;2;5;1;2;2;3;43;66023;6;H1W 3M6;4;;2;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;0;\N;0;\N;-1;0;\N
5048;0;92;5;2;5;1;2;3;3;68;37067;4;G8Z 3A8;2;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1960;\N;0;\N;0;-1;\N
5049;0;86;4;2;1;3;4;2;4;0;50072;17;J3T 1S9;2;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1974;\N;0;\N;-1;0;\N
5050;0;86;4;2;4;3;6;5;3;68;37067;4;G8Z 3C3;4;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1969;\N;0;\N;-1;0;\N
5051;0;86;4;2;4;3;2;2;1;64;37067;4;G9A 3H8;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1986;\N;0;\N;-1;0;\N
5052;0;86;4;3;5;1;2;5;3;64;37067;4;G8T 7E7;2;;1;1;-1;0;\N;\N;\N;-1;0;0;0;0;1;1972;\N;0;\N;0;\N;\N
5053;0;86;4;1;4;1;5;2;6;64;37067;4;G8Z 1R7;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1989;\N;0;\N;0;0;\N
5054;0;86;4;2;4;1;6;3;6;68;37067;4;G8Y 6B4;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1983;\N;0;\N;-1;\N;\N
5055;0;86;4;2;4;1;5;3;5;68;37067;4;G9A 2R3;1;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1972;\N;0;\N;-1;0;\N
5042;10;2;1;2;4;1;2;2;3;55;23027;3;G1L 2Y6;4;;4;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;0;\N;0;\N;-1;0;\N
5043;0;2;1;2;7;3;4;2;4;58;23027;3;G1M 0B2;2;;4;1;0;0;\N;\N;\N;0;0;0;0;0;0;1960;\N;0;\N;-1;0;\N
5044;0;2;1;2;7;1;1;6;4;58;23027;3;G1M 3K5;2;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;1;1949;\N;0;\N;-1;0;\N
5045;3;2;1;2;4;3;5;2;5;55;23027;3;G1K 5R9;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;1;1982;\N;0;\N;0;0;\N
5046;0;2;1;2;5;1;5;2;5;54;23027;3;G1G 3G9;4;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1985;\N;0;\N;-1;\N;\N
5047;0;86;4;2;6;3;2;3;3;68;37067;4;G9A 5X3;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;0;\N;0;\N;-1;\N;\N
5037;0;112;22;2;6;1;5;2;4;0;30030;5;G6B 1Y6;2;;4;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1944;\N;0;\N;-1;0;\N
5038;0;108;18;2;4;1;2;2;3;0;10043;1;G5L 1A8;4;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;1;1967;\N;0;\N;-1;\N;\N
5039;0;108;18;2;7;1;3;2;3;0;10043;1;G5N 5K7;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1971;\N;0;\N;-1;0;\N
5040;0;108;18;3;7;1;2;6;2;0;10043;1;G5L 4P1;2;;4;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1981;\N;0;\N;-1;\N;\N
5041;0;112;22;1;5;1;6;2;6;0;30025;5;G6B 2S1;2;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1966;\N;0;\N;-1;\N;\N
5035;0;112;22;3;4;1;4;2;4;0;30030;5;G6B 1Z1;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1973;\N;0;\N;0;0;\N
5036;0;112;22;2;6;1;5;2;5;0;30050;5;G0Y 1J0;2;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;1;1948;\N;-1;\N;-1;0;\N
5033;0;92;5;2;5;1;6;2;4;0;36033;4;G9R 1G3;2;;4;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1980;\N;-1;\N;-1;\N;\N
5034;0;92;5;2;1;1;1;1;1;0;36033;4;G9R 1G2;2;;4;1;-1;0;\N;\N;\N;-1;-1;0;-1;5033;1;0;\N;0;\N;-1;\N;\N
5029;0;109;19;2;7;1;6;5;5;8;43027;5;J1N 2C8;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1979;\N;0;\N;-1;0;\N
5030;0;112;22;2;4;1;6;2;5;0;30030;5;G6B 1M8;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1968;\N;0;\N;-1;\N;\N
5031;0;112;22;2;4;1;5;4;6;0;30030;5;G6B 1R5;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1958;\N;-1;\N;-1;0;\N
5032;0;112;22;1;7;1;2;6;1;0;30050;5;G0Y 1J0;4;;2;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1968;\N;0;\N;-1;0;\N
5020;0;114;24;2;7;2;2;2;2;42;66023;6;H2X 3C9;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1960;\N;0;\N;0;\N;\N
5021;0;112;22;2;5;1;6;6;4;0;30040;5;G0Y 1E0;2;;1;1;-1;0;\N;\N;\N;0;0;0;0;0;0;1979;\N;-1;\N;0;0;\N
5022;0;112;22;2;4;1;6;2;4;0;30040;5;G0Y 1E0;2;;1;1;-1;0;\N;\N;\N;-1;0;0;-1;5021;1;1978;\N;0;\N;0;0;\N
5023;0;104;14;2;4;1;5;5;6;46;66023;6;H2R 1C4;4;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1988;\N;0;\N;-1;0;\N
5024;0;88;8;2;4;3;2;6;2;33;66023;6;H4G 2X4;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1987;\N;0;\N;-1;0;\N
5025;0;88;8;2;4;3;3;2;2;42;66023;6;H2J 1H8;4;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1988;\N;0;\N;-1;\N;\N
5026;0;88;8;2;2;1;2;6;3;43;66023;6;H1V 2V5;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1982;\N;0;\N;-1;0;\N
5027;10;2;1;2;5;3;3;2;3;55;23027;3;G1L 3A9;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;1;1981;\N;0;\N;0;\N;\N
5028;9;2;1;1;5;1;6;2;2;55;23027;3;G1J 1A3;2;;3;2;0;0;\N;\N;\N;0;0;0;0;0;1;1973;\N;0;\N;0;0;\N
2149;0;104;14;2;4;1;4;2;6;33;66023;6;H1H 3S4;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1962;\N;0;\N;-1;\N;\N
